transcript_id,10-100,10-D,8-100,8-D,9-100,9-D
Prupe.1G103700.3_v2.0.a1,0,65,0,115,0,0
Prupe.8G267600.1_v2.0.a1,102,122,175,117,162,84
Prupe.7G167400.3_v2.0.a1,93,34,99,41,59,51
Prupe.1G284000.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G173600.1_v2.0.a1,437,364,130,355,395,254
Prupe.5G164400.1_v2.0.a1,79,119,80,125,57,83
Prupe.1G579200.3_v2.0.a1,7,0,0,3,66,17
MSTRG.1352.1,125,73,147,96,111,42
Prupe.3G285300.4_v2.0.a1,0,426,0,505,72,203
Prupe.6G159300.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G054800.2_v2.0.a1,0,0,0,0,0,0
MSTRG.701.1,367,0,310,2,228,2
MSTRG.701.2,25,0,79,3,0,3
MSTRG.14845.1,244,11,257,76,383,0
Prupe.1G506500.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G076700.1_v2.0.a1,254,560,172,660,112,0
MSTRG.11623.3,1510,668,1884,960,602,518
MSTRG.11623.2,0,311,30,38,709,22
Prupe.1G108300.1_v2.0.a1,865,1638,975,1483,793,1135
MSTRG.14845.2,101,0,371,0,30,172
MSTRG.11623.6,42,0,215,0,0,0
Prupe.7G084600.1_v2.0.a1,611,594,849,593,498,529
MSTRG.17595.3,469,350,604,376,554,399
Prupe.8G267900.8_v2.0.a1,316,199,309,62,60,181
Prupe.1G097300.8_v2.0.a1,14,3,0,0,0,5
Prupe.2G253300.1_v2.0.a1,0,20,0,23,0,15
Prupe.4G269100.1_v2.0.a1,0,292,2287,144,44,45
Prupe.6G073300.1_v2.0.a1,116,30,135,58,104,13
Prupe.1G494200.7_v2.0.a1,0,0,2,0,0,0
MSTRG.6679.2,121,26,109,21,80,21
MSTRG.16764.1,0,0,0,6,0,0
Prupe.3G292000.2_v2.0.a1,0,0,35,0,0,0
Prupe.7G004100.5_v2.0.a1,105,0,104,0,106,26
Prupe.3G146300.1_v2.0.a1,447,516,511,573,402,342
Prupe.2G098900.5_v2.0.a1,37,310,53,400,33,315
Prupe.7G004400.4_v2.0.a1,24,15,24,27,18,18
Prupe.3G121700.1_v2.0.a1,97,101,46,56,40,118
Prupe.1G545100.1_v2.0.a1,20,29,24,31,20,25
Prupe.3G099400.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G357000.1_v2.0.a1,277,134,325,158,214,42
Prupe.3G041100.1_v2.0.a1,4,0,6,0,0,0
Prupe.7G160200.2_v2.0.a1,0,0,0,0,0,54
Prupe.2G205700.1_v2.0.a1,108,221,135,285,110,259
Prupe.3G003500.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G460200.3_v2.0.a1,0,0,0,0,0,0
Prupe.4G033400.1_v2.0.a1,12,6,14,4,20,7
MSTRG.9811.2,204,189,5,284,12,0
MSTRG.17166.2,28,13,74,26,0,9
Prupe.8G167900.4_v2.0.a1,0,0,0,0,0,0
Prupe.2G120300.2_v2.0.a1,11,5,6,0,0,0
Prupe.2G291800.1_v2.0.a1,314,193,256,136,130,158
Prupe.2G245100.1_v2.0.a1,82,45,95,59,56,54
MSTRG.9847.2,34,18,25,76,26,3
Prupe.3G114400.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G302400.1_v2.0.a1,395,242,384,249,339,225
Prupe.4G148800.6_v2.0.a1,2,12,32,3,0,19
Prupe.7G211600.1_v2.0.a1,116,4083,96,4003,84,3261
Prupe.1G382400.3_v2.0.a1,768,739,691,792,562,534
MSTRG.4462.2,418,254,567,268,473,640
Prupe.3G259000.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G079400.1_v2.0.a1,0,0,0,1,0,1
Prupe.7G169600.6_v2.0.a1,109,53,34,0,104,0
MSTRG.9709.6,1,0,0,0,0,1
MSTRG.13390.2,635,24,1205,30,757,25
Prupe.6G216900.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G368200.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G165000.1_v2.0.a1,2,0,0,5,4,0
Prupe.2G189600.12_v2.0.a1,0,0,0,0,0,0
Prupe.1G218100.1_v2.0.a1,7,3,5,7,3,6
MSTRG.15324.8,9,25,45,104,4,0
Prupe.8G010500.4_v2.0.a1,0,0,0,0,0,0
MSTRG.13022.1,306,42,495,30,155,27
Prupe.2G030100.4_v2.0.a1,3,0,138,3,2,0
Prupe.8G096300.1_v2.0.a1,52,158,130,119,70,71
Prupe.6G122800.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G037500.1_v2.0.a1,42,14,66,13,41,0
Prupe.3G173400.1_v2.0.a1,0,139,0,112,0,128
MSTRG.12027.2,237,321,321,376,197,153
MSTRG.12027.3,38,23,20,69,16,18
Prupe.1G348000.1_v2.0.a1,147,4,125,10,132,5
Prupe.8G203800.1_v2.0.a1,0,226,0,228,0,222
Prupe.1G486800.1_v2.0.a1,3409,1219,4080,2184,2949,1286
Prupe.1G319300.1_v2.0.a1,0,1,1,1,13,0
MSTRG.8061.1,1077,30,1250,37,1118,16
MSTRG.8806.7,46,25,150,10,138,19
Prupe.5G087600.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G127600.3_v2.0.a1,0,0,0,0,0,0
Prupe.2G318100.3_v2.0.a1,0,0,0,0,0,0
MSTRG.6079.5,5,46,13,69,137,81
MSTRG.10379.2,0,0,0,0,134,42
MSTRG.6079.6,0,62,0,0,0,0
Prupe.5G004900.1_v2.0.a1,103,56,209,47,131,22
MSTRG.15771.2,58,343,48,84,86,213
Prupe.6G139700.1_v2.0.a1,67,32,93,29,59,32
Prupe.6G326900.1_v2.0.a1,3,8,3,9,2,9
Prupe.2G194500.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G369400.3_v2.0.a1,55,51,98,47,164,63
MSTRG.7339.2,27,8,13,19,29,3
Prupe.8G090000.6_v2.0.a1,24,40,21,86,36,50
Prupe.8G184700.1_v2.0.a1,518,835,608,936,467,526
Prupe.4G082200.1_v2.0.a1,635,2973,673,2515,455,1937
Prupe.2G211000.1_v2.0.a1,0,0,0,0,0,0
MSTRG.19748.1,124,159,219,89,109,97
Prupe.2G202000.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G044800.1_v2.0.a1,207,195,280,105,226,107
Prupe.5G117000.3_v2.0.a1,157,12,146,18,175,14
MSTRG.86.1,83,67,65,86,55,48
MSTRG.12287.1,0,0,0,0,0,570
Prupe.1G577300.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G193600.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G287000.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G034600.1_v2.0.a1,0,35,0,105,2,98
Prupe.8G027500.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G189100.1_v2.0.a1,20,123,22,120,9,8
MSTRG.16169.2,0,0,0,33,2,0
Prupe.3G150800.1_v2.0.a1,172,781,918,7,709,514
MSTRG.569.1,68,28,61,22,60,9
MSTRG.8747.5,312,494,363,222,258,0
MSTRG.6230.1,2,218,3,188,3,129
Prupe.8G020300.2_v2.0.a1,14,16,49,7,0,4
MSTRG.16195.5,8,13,7,17,12,6
Prupe.7G091200.8_v2.0.a1,0,0,0,0,0,0
Prupe.2G320900.2_v2.0.a1,0,0,0,6,0,0
MSTRG.18003.3,0,215,346,0,215,0
Prupe.8G098600.4_v2.0.a1,0,0,0,0,0,0
Prupe.8G167100.3_v2.0.a1,303,0,157,214,138,0
Prupe.1G588200.5_v2.0.a1,0,0,0,0,0,0
Prupe.6G074300.1_v2.0.a1,399,297,399,286,287,209
Prupe.7G102700.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G168600.1_v2.0.a1,0,0,3,0,0,0
Prupe.2G164200.1_v2.0.a1,0,361,0,1088,0,1145
Prupe.1G154500.1_v2.0.a1,232,64,243,58,163,34
Prupe.3G047300.1_v2.0.a1,68,53,75,63,44,30
Prupe.7G035700.2_v2.0.a1,0,0,8,3,0,0
MSTRG.16546.3,0,0,0,0,2,0
MSTRG.4068.2,162,165,183,172,53,108
Prupe.2G321000.1_v2.0.a1,3759,2318,4043,2174,2780,1519
Prupe.8G132000.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G040100.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G323800.1_v2.0.a1,257,0,318,117,92,431
Prupe.8G109700.1_v2.0.a1,2170,579,2879,595,2128,226
Prupe.6G344700.1_v2.0.a1,60,38,60,44,50,56
MSTRG.4089.10,0,0,0,0,37,0
Prupe.3G148400.1_v2.0.a1,231,191,342,181,182,138
Prupe.8G115600.1_v2.0.a1,359,165,359,157,300,91
Prupe.1G486900.2_v2.0.a1,0,0,0,0,0,0
Prupe.5G142500.2_v2.0.a1,3,28,2,0,0,0
MSTRG.11272.3,8,11,13,10,5,10
Prupe.1G117600.1_v2.0.a1,0,720,0,738,0,582
Prupe.3G255600.6_v2.0.a1,0,0,0,0,0,0
Prupe.3G125400.1_v2.0.a1,0,0,0,0,0,0
MSTRG.14361.1,223,254,200,270,171,208
Prupe.1G161200.1_v2.0.a1,133,126,170,80,124,113
Prupe.6G337200.2_v2.0.a1,235,85,115,72,84,54
Prupe.4G225000.1_v2.0.a1,379,394,422,337,316,227
Prupe.7G269000.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G063200.1_v2.0.a1,225,318,217,188,161,93
Prupe.6G278600.1_v2.0.a1,117,17,160,25,220,25
Prupe.8G079000.1_v2.0.a1,0,6,0,3,0,1
Prupe.1G449000.2_v2.0.a1,0,0,0,0,0,0
MSTRG.9982.2,38,16,27,20,56,40
MSTRG.4719.5,86,31,0,4,0,48
Prupe.1G057200.1_v2.0.a1,0,0,0,0,0,0
MSTRG.9982.5,16,0,3,1,3,2
MSTRG.4719.1,23,41,0,30,87,17
Prupe.7G262900.1_v2.0.a1,1759,2432,1906,2376,1268,1590
Prupe.3G241500.1_v2.0.a1,868,508,940,497,697,359
MSTRG.3382.3,0,0,0,0,0,17
MSTRG.3382.2,7,31,24,147,153,91
Prupe.6G284800.1_v2.0.a1,73,11,0,17,34,2
Prupe.3G055900.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G172900.4_v2.0.a1,0,0,0,0,1,0
Prupe.8G127400.5_v2.0.a1,12,0,23,0,6,0
Prupe.2G088800.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G034400.1_v2.0.a1,1,0,2,3,2,1
Prupe.5G100400.2_v2.0.a1,8,472,91,173,0,86
MSTRG.8999.1,213,194,202,196,135,169
Prupe.7G053000.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G569200.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G265800.3_v2.0.a1,23,22,13,14,37,4
Prupe.7G126000.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G163200.1_v2.0.a1,0,2,0,2,0,0
MSTRG.11303.11,34,161,58,18,139,124
Prupe.8G234900.6_v2.0.a1,8,0,0,0,1,0
Prupe.6G059400.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G178700.11_v2.0.a1,0,0,0,0,0,0
MSTRG.12082.1,154,95,98,143,202,45
Prupe.3G160100.1_v2.0.a1,132,94,141,84,99,95
MSTRG.1702.4,63,0,26,0,67,17
Prupe.8G191100.1_v2.0.a1,213,139,212,167,142,130
Prupe.7G060400.2_v2.0.a1,0,0,0,0,0,0
MSTRG.1702.3,167,0,0,55,119,0
MSTRG.11476.4,0,0,0,0,0,39
MSTRG.2605.2,151,8,0,190,142,79
Prupe.1G226000.1_v2.0.a1,2836,1481,3265,1515,2500,937
MSTRG.2162.3,0,31,1,15,0,2
MSTRG.5913.3,187,145,130,146,103,79
Prupe.4G218100.5_v2.0.a1,0,0,0,0,0,0
Prupe.1G559800.4_v2.0.a1,0,0,0,0,0,0
Prupe.5G065800.1_v2.0.a1,0,0,2,0,0,0
Prupe.4G164500.1_v2.0.a1,12,11,8,0,6,0
MSTRG.8755.2,21,24,16,35,14,25
Prupe.2G158900.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G447200.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G347300.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G157300.4_v2.0.a1,0,0,0,0,0,0
Prupe.7G214300.3_v2.0.a1,0,0,42,40,0,83
Prupe.6G000600.2_v2.0.a1,795,821,990,610,444,1020
Prupe.8G271700.1_v2.0.a1,137,61,134,50,76,35
MSTRG.4705.2,93,0,0,0,61,0
Prupe.4G196600.1_v2.0.a1,14,30,8,17,0,54
Prupe.7G131400.7_v2.0.a1,0,0,0,0,0,0
Prupe.3G309100.10_v2.0.a1,12,174,0,0,0,37
Prupe.5G161600.1_v2.0.a1,12,5,3,2,2,0
Prupe.2G060600.1_v2.0.a1,68,113,81,77,69,57
Prupe.7G179400.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G051700.1_v2.0.a1,94,104,70,0,0,0
Prupe.8G213500.3_v2.0.a1,78,397,98,442,0,386
Prupe.2G263200.7_v2.0.a1,71,2254,92,1139,38,745
Prupe.7G036900.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G003200.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G287100.3_v2.0.a1,79,86,76,82,52,58
Prupe.3G105100.1_v2.0.a1,3,0,1,1,0,0
Prupe.2G124300.4_v2.0.a1,3,2,1,0,4,1
Prupe.2G164100.2_v2.0.a1,0,12,0,137,0,22
Prupe.1G282400.1_v2.0.a1,243,154,246,147,246,73
Prupe.8G164200.2_v2.0.a1,0,19,18,0,8,0
Prupe.3G051700.1_v2.0.a1,5,12,3,15,2,7
Prupe.7G175700.1_v2.0.a1,160,155,153,181,126,0
Prupe.3G212000.1_v2.0.a1,696,657,652,676,531,685
Prupe.1G130000.6_v2.0.a1,0,0,0,0,0,0
Prupe.1G521000.2_v2.0.a1,0,0,0,0,0,0
MSTRG.12851.2,19,25,121,118,158,0
Prupe.1G405000.3_v2.0.a1,19,11,0,0,34,0
MSTRG.18530.3,26,0,29,95,26,0
Prupe.1G380100.1_v2.0.a1,0,431,0,20,0,0
MSTRG.18530.4,0,0,0,80,0,0
Prupe.4G114800.1_v2.0.a1,33,39,51,30,43,0
Prupe.1G039600.1_v2.0.a1,13,43,23,55,11,71
Prupe.6G155700.5_v2.0.a1,0,0,0,0,0,0
MSTRG.20035.1,0,0,21,0,3,15
MSTRG.11353.6,780,395,992,0,0,0
MSTRG.14035.2,2,0,76,0,1,0
Prupe.6G139500.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G075100.1_v2.0.a1,21,37,0,80,0,151
MSTRG.11050.5,52,54,145,35,75,78
MSTRG.8632.2,140,5495,76,4338,94,5063
MSTRG.11050.7,58,160,35,118,19,168
Prupe.3G033300.1_v2.0.a1,0,0,0,3,0,0
Prupe.4G275400.1_v2.0.a1,6,4,6,3,4,4
Prupe.6G219600.1_v2.0.a1,239,36,24,13,193,0
MSTRG.11050.8,0,0,31,12,0,0
MSTRG.3454.1,66,0,0,78,0,69
Prupe.1G355000.3_v2.0.a1,80,62,54,86,0,1
Prupe.4G069000.1_v2.0.a1,1,0,2,0,0,0
MSTRG.3454.2,115,159,216,187,122,103
Prupe.1G270100.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G051500.9_v2.0.a1,0,0,0,0,0,0
Prupe.2G309500.2_v2.0.a1,0,42,0,0,0,0
Prupe.5G087600.7_v2.0.a1,0,0,0,0,0,0
MSTRG.3199.3,12,17,16,27,23,67
MSTRG.3199.2,2,5,21,6,3,4
MSTRG.3199.4,13,21,4,36,10,71
Prupe.7G256100.1_v2.0.a1,49,4531,49,4578,37,3435
Prupe.2G025900.1_v2.0.a1,0,0,1,0,0,0
Prupe.6G107600.3_v2.0.a1,1,15,16,25,0,2
Prupe.7G012700.2_v2.0.a1,20,22,24,120,42,88
Prupe.1G148200.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G294900.1_v2.0.a1,0,0,12,0,7,0
Prupe.6G239200.1_v2.0.a1,67,9,113,23,88,11
Prupe.2G027800.1_v2.0.a1,0,0,1,0,0,0
Prupe.6G181200.1_v2.0.a1,142,153,102,54,73,168
Prupe.2G097400.1_v2.0.a1,3,0,0,0,0,1
Prupe.4G022600.7_v2.0.a1,0,0,0,0,0,0
Prupe.5G189000.1_v2.0.a1,1,3,0,1,0,0
Prupe.6G074400.1_v2.0.a1,0,9,0,29,53,0
MSTRG.5231.1,14,12,39,16,26,23
Prupe.4G121900.1_v2.0.a1,0,0,2,0,0,0
MSTRG.14021.3,185,105,215,38,156,67
Prupe.2G264300.1_v2.0.a1,825,474,674,392,485,346
Prupe.2G209800.2_v2.0.a1,0,0,0,0,0,0
Prupe.8G082400.1_v2.0.a1,630,1058,853,1037,510,451
MSTRG.5790.5,14,22,0,1,32,0
Prupe.7G220200.3_v2.0.a1,3,0,1,0,18,0
Prupe.1G068600.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G449000.1_v2.0.a1,263,99,285,76,192,64
MSTRG.2329.10,73,67,140,144,58,124
Prupe.1G393900.1_v2.0.a1,3859,4249,3799,3841,2890,2169
Prupe.4G010400.2_v2.0.a1,0,325,0,121,0,0
Prupe.8G150800.2_v2.0.a1,1,2,0,1,1,0
MSTRG.476.2,0,8,21,0,0,0
Prupe.2G216400.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G295900.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G183800.1_v2.0.a1,13,4,15,7,6,3
Prupe.1G461100.15_v2.0.a1,0,0,0,0,0,0
Prupe.5G211000.5_v2.0.a1,0,0,0,0,0,0
Prupe.8G126900.1_v2.0.a1,171,193,123,187,77,134
MSTRG.9668.3,0,0,1,0,0,0
Prupe.7G246200.1_v2.0.a1,5,7,5,23,4,13
Prupe.4G025600.1_v2.0.a1,41,1178,33,948,19,723
MSTRG.8689.2,93,66,77,777,20,10
Prupe.5G170900.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G251400.1_v2.0.a1,7,18,11,24,0,20
Prupe.3G186900.3_v2.0.a1,0,0,0,0,0,18
Prupe.5G067800.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G117100.1_v2.0.a1,1289,1074,1510,1119,1021,698
Prupe.5G049900.1_v2.0.a1,125,66,128,63,98,57
Prupe.1G406100.1_v2.0.a1,411,142,472,100,256,94
MSTRG.3463.3,5,0,0,12,25,0
Prupe.1G088300.1_v2.0.a1,0,17,0,13,0,4
Prupe.8G165400.2_v2.0.a1,0,0,0,0,18,0
MSTRG.3463.4,27,11,21,44,10,72
Prupe.1G461100.13_v2.0.a1,0,0,0,0,0,0
Prupe.6G174300.1_v2.0.a1,4,11,7,8,5,0
Prupe.8G214300.1_v2.0.a1,0,13,9,26,0,0
Prupe.4G200300.4_v2.0.a1,0,2,4,0,2,0
Prupe.2G325800.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G230200.1_v2.0.a1,182,29,154,41,129,27
Prupe.6G092200.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G140700.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G244500.3_v2.0.a1,0,9,0,0,0,0
Prupe.4G219300.1_v2.0.a1,2,2,5,4,2,5
Prupe.3G160500.2_v2.0.a1,0,5,0,0,0,0
MSTRG.9168.5,0,72,0,23,0,120
MSTRG.10167.2,7,52,7,131,10,162
Prupe.2G230900.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G116300.1_v2.0.a1,31,75,20,57,12,84
Prupe.7G261600.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G313200.1_v2.0.a1,609,317,628,223,499,271
Prupe.3G231200.1_v2.0.a1,42,20,44,20,32,11
MSTRG.14591.5,34,25,26,8,22,19
Prupe.5G011600.5_v2.0.a1,3,0,4,0,0,0
Prupe.3G281200.1_v2.0.a1,192,226,192,210,137,148
Prupe.2G200100.2_v2.0.a1,5,88,43,71,14,23
Prupe.5G231700.1_v2.0.a1,24,42,28,27,33,19
Prupe.8G090700.1_v2.0.a1,1352,1813,1732,1851,1532,768
Prupe.6G125200.1_v2.0.a1,0,0,0,0,0,0
MSTRG.15565.2,30,21,55,69,225,27
Prupe.8G219200.1_v2.0.a1,81,1,10,81,59,68
Prupe.6G359200.5_v2.0.a1,0,0,0,0,0,0
MSTRG.16483.7,12,20,51,41,56,28
Prupe.6G278400.1_v2.0.a1,109,51,84,76,51,41
Prupe.2G182100.1_v2.0.a1,355,81,334,96,183,93
Prupe.7G267100.2_v2.0.a1,0,0,0,0,1,0
Prupe.1G494000.2_v2.0.a1,0,0,0,0,0,0
Prupe.8G204200.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G412400.9_v2.0.a1,0,2,1,3,0,1
Prupe.4G225800.1_v2.0.a1,0,2,9,0,0,0
Prupe.1G104500.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G583200.5_v2.0.a1,0,0,0,0,0,0
Prupe.7G066100.10_v2.0.a1,0,0,0,0,0,0
Prupe.5G038700.1_v2.0.a1,4,3,4,3,2,1
Prupe.1G030800.17_v2.0.a1,0,342,0,0,0,0
Prupe.1G478600.2_v2.0.a1,487,20,23,20,13,170
MSTRG.19198.1,69,13,75,17,66,0
MSTRG.19306.2,60,96,89,110,20,201
Prupe.5G195500.1_v2.0.a1,11,104,0,118,0,99
Prupe.5G225100.2_v2.0.a1,172,5,8,53,9,143
Prupe.7G270000.5_v2.0.a1,0,0,0,0,0,0
Prupe.1G158500.4_v2.0.a1,0,0,0,0,62,0
Prupe.7G066200.1_v2.0.a1,51,20,56,22,33,13
Prupe.7G172600.5_v2.0.a1,0,0,0,106,0,55
Prupe.3G125800.1_v2.0.a1,63,15,83,84,73,98
Prupe.1G246200.2_v2.0.a1,501,516,683,620,294,273
Prupe.1G538100.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G071600.4_v2.0.a1,71,0,0,0,0,0
Prupe.2G323200.3_v2.0.a1,2774,371,2922,1429,1048,383
Prupe.3G094500.6_v2.0.a1,0,0,0,0,0,0
MSTRG.36.3,338,282,675,392,219,456
Prupe.5G028000.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G026400.1_v2.0.a1,48,31,55,23,41,23
Prupe.7G013400.1_v2.0.a1,1,0,1,0,0,0
Prupe.6G020800.1_v2.0.a1,6,19,6,23,4,15
MSTRG.6558.1,285,39,300,145,161,110
Prupe.1G518500.9_v2.0.a1,0,0,0,0,0,0
Prupe.6G150600.2_v2.0.a1,0,0,2,0,0,0
Prupe.1G210500.1_v2.0.a1,9,16,51,4,26,4
Prupe.2G055600.1_v2.0.a1,75,0,83,0,0,0
Prupe.5G075300.1_v2.0.a1,36,7,66,4,56,4
Prupe.2G145700.1_v2.0.a1,273,155,261,271,250,238
Prupe.1G288900.1_v2.0.a1,2674,25,2703,20,1788,19
Prupe.2G049800.9_v2.0.a1,91,97,55,143,85,112
Prupe.3G196100.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G297300.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G130700.1_v2.0.a1,0,725,0,768,0,584
Prupe.5G084300.3_v2.0.a1,0,0,13,0,6,9
Prupe.3G275400.1_v2.0.a1,2,2,1,2,1,1
Prupe.7G230500.1_v2.0.a1,0,0,0,0,0,13
Prupe.5G120900.1_v2.0.a1,0,80,0,70,0,43
Prupe.3G070000.5_v2.0.a1,0,0,0,0,0,0
Prupe.7G116400.1_v2.0.a1,630,87,826,176,627,110
Prupe.7G148000.1_v2.0.a1,135,156,141,158,86,176
Prupe.4G192500.1_v2.0.a1,80,0,62,0,39,0
Prupe.4G065200.2_v2.0.a1,2475,1237,2570,1208,1828,610
Prupe.2G170600.3_v2.0.a1,0,0,0,0,0,0
Prupe.4G174200.1_v2.0.a1,85,129,113,112,98,86
Prupe.8G036000.3_v2.0.a1,0,0,0,0,0,0
Prupe.2G320000.2_v2.0.a1,0,2,0,0,0,0
Prupe.8G108600.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G135900.1_v2.0.a1,232,243,271,200,179,178
Prupe.4G113000.1_v2.0.a1,68,45,108,42,57,44
MSTRG.19232.2,5,22,53,122,4,15
MSTRG.7339.3,30,13,12,0,0,0
Prupe.5G010400.1_v2.0.a1,13,40,11,44,9,44
Prupe.6G340400.6_v2.0.a1,75,485,0,542,2,229
Prupe.8G015100.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G231400.1_v2.0.a1,0,0,0,0,0,0
MSTRG.7285.4,3,0,0,2,0,40
MSTRG.5304.1,12,19,8,19,6,7
Prupe.6G104600.4_v2.0.a1,925,563,630,470,682,453
Prupe.5G159700.1_v2.0.a1,25,97,1,101,29,58
MSTRG.8958.1,0,0,0,37,0,27
MSTRG.19839.2,135,78,103,27,10,31
Prupe.2G137200.1_v2.0.a1,7,4,33,24,18,6
MSTRG.4134.4,51,5,29,7,5,141
MSTRG.4134.3,29,0,0,0,0,0
MSTRG.4134.2,0,0,0,140,0,0
Prupe.1G119700.1_v2.0.a1,5,0,6,5,3,6
Prupe.5G048700.1_v2.0.a1,128,96,124,112,108,61
Prupe.4G009100.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G323400.1_v2.0.a1,20,490,20,523,14,481
Prupe.1G548400.1_v2.0.a1,1,4,4,3,2,2
Prupe.3G182500.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G201500.1_v2.0.a1,0,157,122,0,108,29
Prupe.2G241600.3_v2.0.a1,0,0,53,0,14,0
MSTRG.16760.2,0,0,0,89,0,0
Prupe.8G077700.1_v2.0.a1,600,605,707,679,491,525
Prupe.2G308500.10_v2.0.a1,0,0,0,0,0,0
Prupe.1G494200.4_v2.0.a1,0,0,0,0,0,0
Prupe.5G129300.3_v2.0.a1,0,0,0,0,0,0
MSTRG.9381.5,0,56,7,57,29,46
Prupe.3G311300.1_v2.0.a1,83,42,80,61,58,20
Prupe.6G034800.1_v2.0.a1,1,1,1,1,2,0
Prupe.3G228900.1_v2.0.a1,5,0,1,1,1,1
Prupe.2G090300.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G191300.1_v2.0.a1,0,1,0,0,0,0
Prupe.1G440500.2_v2.0.a1,383,0,106,0,0,0
Prupe.1G155600.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G262700.2_v2.0.a1,37,94,128,33,38,0
Prupe.4G104100.4_v2.0.a1,0,0,2,0,0,0
Prupe.1G188100.2_v2.0.a1,71,33,64,52,35,40
Prupe.1G071800.1_v2.0.a1,53,1,80,0,47,3
Prupe.1G506800.1_v2.0.a1,239,469,263,452,213,342
Prupe.4G115100.4_v2.0.a1,0,0,0,0,0,0
Prupe.6G090900.5_v2.0.a1,0,0,0,0,0,0
Prupe.6G260700.1_v2.0.a1,1,3,0,1,0,1
Prupe.3G138300.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G298300.1_v2.0.a1,0,0,28,0,0,0
Prupe.1G500900.1_v2.0.a1,49,3,35,7,57,6
Prupe.8G168600.1_v2.0.a1,1,1,1,1,1,1
Prupe.5G140400.1_v2.0.a1,34,63,24,52,20,44
Prupe.8G164400.2_v2.0.a1,307,1183,365,1090,241,650
Prupe.4G139700.1_v2.0.a1,49,59,42,15,33,23
Prupe.4G039800.3_v2.0.a1,30,220,100,29,59,88
Prupe.7G218300.1_v2.0.a1,401,462,491,472,294,393
Prupe.1G380600.1_v2.0.a1,230,54,153,17,124,88
Prupe.1G071200.3_v2.0.a1,0,0,0,0,0,0
MSTRG.12966.2,24,32,31,45,16,5
MSTRG.17074.7,19,0,9,0,7,0
Prupe.1G011200.2_v2.0.a1,0,39,0,0,30,0
MSTRG.17074.1,44,4,35,3,47,0
MSTRG.19987.2,60,0,45,0,127,0
Prupe.1G016500.1_v2.0.a1,18,90,39,96,24,40
Prupe.4G051200.1_v2.0.a1,481,105,487,141,357,80
