Prupe.I003300.1.p	Pav_sc0006468.1_g010.1.br
Prupe.6G281200.1.p	Pav_sc0001503.1_g020.1.br
Prupe.6G288000.1.p	Pav_sc0001502.1_g120.1.mk
Prupe.6G339900.1.p	Pav_sc0000700.1_g1610.1.mk
Prupe.6G098600.1.p	Pav_sc0000094.1_g510.1.mk
Prupe.6G352600.1.p	Pav_sc0000396.1_g090.1.mk
Prupe.6G048000.1.p	Pav_sc0000375.1_g590.1.mk
Prupe.6G315600.1.p	Pav_sc0000907.1_g630.1.mk
Prupe.6G224900.1.p	Pav_sc0000349.1_g190.1.mk
Prupe.6G221100.1.p	Pav_co4018303.1_g010.1.mk
Prupe.6G284400.1.p	Pav_sc0001341.1_g310.1.mk
Prupe.6G048400.1.p	Pav_sc0000375.1_g620.1.mk
Prupe.6G176700.1.p	Pav_sc0003460.1_g020.1.mk
Prupe.6G100600.1.p	Pav_sc0000094.1_g220.1.mk
Prupe.6G005400.1.p	Pav_sc0000659.1_g030.1.mk
Prupe.6G345200.1.p	Pav_sc0000396.1_g990.1.mk
Prupe.6G254400.5.p	Pav_sc0002668.1_g050.1.mk
Prupe.6G092600.1.p	Pav_sc0000323.1_g800.1.mk
Prupe.6G293400.5.p	Pav_sc0002318.1_g050.1.mk
Prupe.6G087800.1.p	Pav_sc0003222.1_g030.1.br
Prupe.6G205000.3.p	Pav_sc0002348.1_g120.1.mk
Prupe.6G123500.1.p	Pav_sc0000183.1_g610.1.br
Prupe.6G054600.1.p	Pav_sc0000638.1_g700.1.mk
Prupe.6G274000.1.p	Pav_sc0001123.1_g050.1.mk
Prupe.6G236600.1.p	Pav_sc0007189.1_g010.1.mk
Prupe.6G081900.1.p	Pav_sc0000862.1_g400.1.mk
Prupe.6G111900.1.p	Pav_sc0000467.1_g1130.1.mk
Prupe.6G311200.2.p	Pav_sc0000907.1_g160.1.mk
Prupe.6G187200.1.p	Pav_sc0001333.1_g030.1.mk
Prupe.6G057800.1.p	Pav_sc0000638.1_g330.1.mk
Prupe.6G050800.2.p	Pav_sc0000375.1_g780.1.mk
Prupe.6G209100.2.p	Pav_sc0004578.1_g090.1.mk
Prupe.6G307700.1.p	Pav_sc0004827.1_g070.1.mk
Prupe.6G217900.1.p	Pav_sc0003705.1_g020.1.mk
Prupe.6G158100.1.p	Pav_sc0000890.1_g1090.1.mk
Prupe.6G238400.1.p	Pav_sc0000203.1_g240.1.mk
Prupe.6G104300.1.p	Pav_sc0000480.1_g120.1.mk
Prupe.6G225800.1.p	Pav_sc0000349.1_g280.1.mk
Prupe.6G251200.1.p	Pav_sc0000780.1_g230.1.mk
Prupe.6G275500.1.p	Pav_sc0001925.1_g440.1.mk
Prupe.6G155500.1.p	Pav_sc0008630.1_g020.1.mk
Prupe.6G135400.1.p	Pav_sc0000159.1_g120.1.mk
Prupe.6G161200.1.p	Pav_sc0002004.1_g130.1.mk
Prupe.6G305500.2.p	Pav_sc0001938.1_g230.1.mk
Prupe.6G322800.1.p	Pav_sc0000671.1_g310.1.mk
Prupe.6G276200.1.p	Pav_sc0001925.1_g350.1.mk
Prupe.6G301800.1.p	Pav_sc0001938.1_g630.1.mk
Prupe.6G117900.1.p	Pav_sc0000467.1_g130.1.mk
Prupe.6G305900.1.p	Pav_sc0001938.1_g200.1.mk
Prupe.6G352000.1.p	Pav_sc0000396.1_g150.1.mk
Prupe.6G275300.1.p	Pav_sc0001925.1_g460.1.mk
Prupe.6G089000.1.p	Pav_sc0000323.1_g170.1.mk
Prupe.6G153000.1.p	Pav_sc0001229.1_g080.1.mk
Prupe.6G003100.2.p	Pav_sc0000659.1_g270.1.mk
Prupe.6G275900.2.p	Pav_sc0001925.1_g380.1.mk
Prupe.6G046100.1.p	Pav_sc0000375.1_g420.1.mk
Prupe.6G216400.1.p	Pav_sc0005509.1_g030.1.mk
Prupe.6G342400.1.p	Pav_sc0000396.1_g1270.1.mk
Prupe.6G245600.1.p	Pav_sc0002197.1_g170.1.mk
Prupe.6G263600.1.p	Pav_sc0001794.1_g390.1.mk
Prupe.6G154100.1.p	Pav_sc0003322.1_g020.1.mk
Prupe.6G075900.1.p	Pav_sc0000087.1_g180.1.mk
Prupe.6G356100.4.p	Pav_sc0004456.1_g190.1.mk
Prupe.6G240400.1.p	Pav_sc0000203.1_g010.1.mk
Prupe.6G279000.1.p	Pav_sc0001925.1_g070.1.mk
Prupe.6G003600.4.p	Pav_sc0000659.1_g220.1.mk
Prupe.6G226800.1.p	Pav_sc0000049.1_g010.1.mk
Prupe.6G155400.1.p	Pav_sc0008630.1_g030.1.mk
Prupe.6G257200.1.p	Pav_sc0001280.1_g440.1.mk
Prupe.6G346500.1.p	Pav_sc0000396.1_g860.1.mk
Prupe.6G211300.3.p	Pav_sc0001029.1_g060.1.mk
Prupe.6G360400.2.p	Pav_sc0000744.1_g340.1.mk
Prupe.6G159200.1.p	Pav_sc0003570.1_g050.1.mk
Prupe.6G225400.2.p	Pav_sc0000349.1_g250.1.mk
Prupe.6G106900.3.p	Pav_sc0000480.1_g590.1.mk
Prupe.6G349800.1.p	Pav_sc0000396.1_g470.1.mk
Prupe.6G334900.1.p	Pav_sc0000700.1_g1160.1.mk
Prupe.6G296900.1.p	Pav_sc0002318.1_g440.1.mk
Prupe.6G286500.1.p	Pav_sc0001341.1_g590.1.mk
Prupe.6G132900.1.p	Pav_sc0001671.1_g070.1.br
Prupe.6G125800.1.p	Pav_co3997935.1_g010.1.mk
Prupe.6G029800.1.p	Pav_sc0000719.1_g1050.1.mk
Prupe.6G327000.1.p	Pav_sc0000700.1_g400.1.mk
Prupe.6G143600.1.p	Pav_sc0001120.1_g080.1.mk
Prupe.6G269100.1.p	Pav_sc0003434.1_g210.1.mk
Prupe.6G208400.3.p	Pav_sc0002388.1_g080.1.mk
Prupe.6G021800.1.p	Pav_sc0000556.1_g040.1.mk
Prupe.6G196000.2.p	Pav_sc0007430.1_g030.1.mk
Prupe.6G188500.1.p	Pav_sc0004406.1_g030.1.mk
Prupe.6G269700.1.p	Pav_sc0000580.1_g020.1.mk
Prupe.6G107300.3.p	Pav_sc0000480.1_g630.1.mk
Prupe.6G212800.1.p	Pav_sc0006602.1_g020.1.mk
Prupe.6G361700.3.p	Pav_sc0000744.1_g460.1.mk
Prupe.6G232100.1.p	Pav_sc0002157.1_g030.1.mk
Prupe.6G264400.1.p	Pav_sc0001794.1_g320.1.mk
Prupe.6G070500.1.p	Pav_sc0000563.1_g080.1.mk
Prupe.6G209500.1.p	Pav_sc0002780.1_g040.1.mk
Prupe.6G147400.1.p	Pav_sc0001640.1_g190.1.mk
Prupe.6G331900.1.p	Pav_sc0000700.1_g800.1.mk
Prupe.6G116500.1.p	Pav_sc0000467.1_g390.1.mk
Prupe.6G109700.1.p	Pav_sc0000480.1_g930.1.mk
Prupe.6G107000.1.p	Pav_sc0000480.1_g610.1.mk
Prupe.6G009900.1.p	Pav_sc0000909.1_g530.1.mk
Prupe.6G235600.7.p	Pav_sc0000711.1_g020.1.mk
Prupe.6G001800.1.p	Pav_sc0000659.1_g410.1.mk
Prupe.6G060900.1.p	Pav_sc0000062.1_g600.1.mk
Prupe.6G263400.2.p	Pav_sc0001794.1_g410.1.mk
Prupe.6G278100.1.p	Pav_sc0001925.1_g160.1.mk
Prupe.6G325100.2.p	Pav_sc0000700.1_g170.1.mk
Prupe.6G278600.1.p	Pav_sc0001925.1_g110.1.mk
Prupe.6G098200.1.p	Pav_sc0000094.1_g550.1.mk
Prupe.6G069400.1.p	Pav_sc0002858.1_g300.1.mk
Prupe.6G247800.1.p	Pav_sc0004593.1_g050.1.mk
Prupe.6G364100.1.p	Pav_sc0001774.1_g020.1.mk
Prupe.6G194400.1.p	Pav_sc0006212.1_g040.1.mk
Prupe.6G186100.1.p	Pav_sc0006631.1_g030.1.mk
Prupe.6G178400.1.p	Pav_sc0002914.1_g030.1.mk
Prupe.6G059200.1.p	Pav_sc0000638.1_g180.1.mk
Prupe.6G233900.1.p	Pav_sc0001448.1_g090.1.mk
Prupe.6G035900.7.p	Pav_sc0001392.1_g260.1.mk
Prupe.6G300800.1.p	Pav_sc0001699.1_g500.1.mk
Prupe.6G164700.1.p	Pav_sc0001341.1_g610.1.br
Prupe.6G333700.1.p	Pav_sc0000700.1_g950.1.mk
Prupe.6G347500.1.p	Pav_sc0000396.1_g770.1.mk
Prupe.6G339500.3.p	Pav_sc0000700.1_g1580.1.mk
Prupe.6G008500.1.p	Pav_sc0001663.1_g190.1.mk
Prupe.6G219700.1.p	Pav_sc0000142.1_g100.1.mk
Prupe.6G316500.2.p	Pav_sc0000907.1_g720.1.mk
Prupe.6G302200.1.p	Pav_sc0001938.1_g590.1.mk
Prupe.6G140400.1.p	Pav_sc0000131.1_g100.1.mk
Prupe.6G021200.1.p	Pav_sc0001416.1_g150.1.mk
Prupe.6G264600.3.p	Pav_sc0001794.1_g300.1.mk
Prupe.6G242700.1.p	Pav_sc0003845.1_g090.1.mk
Prupe.6G101700.1.p	Pav_sc0007559.1_g010.1.br
Prupe.6G025800.4.p	Pav_sc0000719.1_g510.1.mk
Prupe.6G083000.1.p	Pav_sc0000719.1_g540.1.br
Prupe.6G351900.1.p	Pav_sc0000396.1_g160.1.mk
Prupe.6G229100.3.p	Pav_sc0001807.1_g130.1.mk
Prupe.6G050600.2.p	Pav_sc0000375.1_g770.1.mk
Prupe.6G121400.1.p	Pav_sc0008542.1_g010.1.br
Prupe.6G356900.3.p	Pav_sc0004456.1_g290.1.mk
Prupe.6G056500.2.p	Pav_sc0000638.1_g490.1.mk
Prupe.6G068600.1.p	Pav_sc0002858.1_g180.1.mk
Prupe.6G330700.2.p	Pav_sc0000700.1_g700.1.mk
Prupe.6G180700.1.p	Pav_sc0004909.1_g010.1.mk
Prupe.6G102800.3.p	Pav_sc0002446.1_g140.1.mk
Prupe.6G212600.1.p	Pav_sc0008932.1_g010.1.mk
Prupe.6G236100.1.p	Pav_sc0000711.1_g060.1.mk
Prupe.6G253200.1.p	Pav_sc0000780.1_g420.1.mk
Prupe.6G022800.1.p	Pav_sc0000556.1_g130.1.mk
Prupe.6G035100.2.p	Pav_sc0001392.1_g340.1.mk
Prupe.6G023300.2.p	Pav_sc0000719.1_g100.1.mk
Prupe.6G037300.5.p	Pav_sc0000206.1_g150.1.mk
Prupe.6G047300.1.p	Pav_sc0000375.1_g520.1.mk
Prupe.6G010300.1.p	Pav_sc0000909.1_g490.1.mk
Prupe.6G114400.1.p	Pav_sc0000467.1_g750.1.mk
Prupe.6G046800.1.p	Pav_sc0000375.1_g490.1.mk
Prupe.6G149000.1.p	Pav_sc0003759.1_g070.1.mk
Prupe.6G044900.1.p	Pav_sc0000375.1_g290.1.mk
Prupe.6G052500.1.p	Pav_sc0000638.1_g930.1.mk
Prupe.6G104900.1.p	Pav_sc0000480.1_g320.1.mk
Prupe.6G210500.4.p	Pav_sc0002393.1_g030.1.mk
Prupe.6G004500.2.p	Pav_sc0000659.1_g110.1.mk
Prupe.6G265500.1.p	Pav_sc0001794.1_g230.1.mk
Prupe.6G254900.2.p	Pav_sc0004270.1_g020.1.mk
Prupe.6G213900.1.p	Pav_sc0005773.1_g020.1.mk
Prupe.6G031600.1.p	Pav_sc0000416.1_g140.1.mk
Prupe.6G131600.4.p	Pav_sc0001801.1_g660.1.br
Prupe.6G153100.1.p	Pav_sc0001229.1_g070.1.mk
Prupe.6G325900.1.p	Pav_sc0000700.1_g290.1.mk
Prupe.6G337600.1.p	Pav_sc0000700.1_g1410.1.mk
Prupe.6G365500.2.p	Pav_sc0000431.1_g360.1.br
Prupe.6G315200.1.p	Pav_sc0000907.1_g590.1.mk
Prupe.6G145600.1.p	Pav_sc0000713.1_g190.1.mk
Prupe.6G302300.1.p	Pav_sc0001938.1_g580.1.mk
Prupe.6G058700.1.p	Pav_sc0000638.1_g220.1.mk
Prupe.6G198000.1.p	Pav_sc0003584.1_g050.1.br
Prupe.6G315800.2.p	Pav_sc0000907.1_g650.1.mk
Prupe.6G269400.1.p	Pav_sc0003434.1_g230.1.mk
Prupe.6G072200.1.p	Pav_sc0000563.1_g240.1.mk
Prupe.6G122900.1.p	Pav_sc0006365.1_g060.1.mk
Prupe.6G285100.12.p	Pav_sc0001341.1_g370.1.mk
Prupe.6G270900.1.p	Pav_sc0000580.1_g110.1.mk
Prupe.6G281900.1.p	Pav_sc0001341.1_g020.1.mk
Prupe.6G210300.1.p	Pav_co4028201.1_g010.1.mk
Prupe.6G361000.1.p	Pav_sc0000744.1_g390.1.mk
Prupe.6G305800.1.p	Pav_sc0001938.1_g210.1.mk
Prupe.6G163400.2.p	Pav_sc0002247.1_g030.1.mk
Prupe.6G271900.1.p	Pav_sc0000580.1_g180.1.mk
Prupe.6G188000.1.p	Pav_sc0012457.1_g010.1.mk
Prupe.6G131900.2.p	Pav_sc0001801.1_g690.1.mk
Prupe.6G069500.1.p	Pav_sc0000563.1_g010.1.mk
Prupe.6G353100.1.p	Pav_sc0000396.1_g040.1.mk
Prupe.6G194700.1.p	Pav_sc0004477.1_g020.1.mk
Prupe.6G335600.1.p	Pav_sc0000700.1_g1230.1.mk
Prupe.6G342000.1.p	Pav_sc0000700.1_g1870.1.mk
Prupe.6G331000.1.p	Pav_sc0000700.1_g730.1.mk
Prupe.6G305400.3.p	Pav_sc0001938.1_g250.1.mk
Prupe.6G051900.3.p	Pav_sc0000638.1_g1020.1.mk
Prupe.6G057300.1.p	Pav_sc0000480.1_g1200.1.mk
Prupe.6G300900.1.p	Pav_sc0001699.1_g490.1.mk
Prupe.6G001200.2.p	Pav_sc0000659.1_g480.1.mk
Prupe.6G080600.1.p	Pav_sc0000862.1_g520.1.mk
Prupe.6G018600.3.p	Pav_sc0005842.1_g030.1.mk
Prupe.6G303000.1.p	Pav_sc0001938.1_g520.1.mk
Prupe.6G074700.1.p	Pav_sc0006506.1_g030.1.br
Prupe.6G130400.1.p	Pav_sc0001801.1_g350.1.mk
Prupe.6G055100.1.p	Pav_sc0000638.1_g650.1.mk
Prupe.6G320400.1.p	Pav_sc0000671.1_g110.1.mk
Prupe.6G317100.2.p	Pav_sc0000907.1_g780.1.mk
Prupe.6G294900.1.p	Pav_sc0002318.1_g170.1.mk
Prupe.6G331100.2.p	Pav_sc0000700.1_g740.1.mk
Prupe.6G010100.1.p	Pav_sc0000909.1_g510.1.mk
Prupe.6G251500.2.p	Pav_sc0000780.1_g250.1.mk
Prupe.6G264100.1.p	Pav_sc0001794.1_g350.1.mk
Prupe.6G167400.1.p	Pav_sc0002285.1_g050.1.mk
Prupe.6G134900.1.p	Pav_sc0000168.1_g030.1.mk
Prupe.6G220300.1.p	Pav_sc0000142.1_g140.1.mk
Prupe.6G287300.1.p	Pav_sc0001341.1_g670.1.mk
Prupe.6G191100.1.p	Pav_sc0012288.1_g010.1.mk
Prupe.6G038400.1.p	Pav_sc0000206.1_g330.1.mk
Prupe.6G165900.1.p	Pav_sc0000002.1_g290.1.mk
Prupe.6G092200.1.p	Pav_sc0000323.1_g740.1.mk
Prupe.6G346300.1.p	Pav_sc0000396.1_g880.1.mk
Prupe.6G152700.1.p	Pav_sc0001251.1_g010.1.mk
Prupe.6G219000.1.p	Pav_sc0000142.1_g040.1.mk
Prupe.6G278400.1.p	Pav_sc0001925.1_g130.1.mk
Prupe.6G292400.1.p	Pav_sc0001587.1_g040.1.br
Prupe.6G177200.5.p	Pav_sc0002914.1_g170.1.mk
Prupe.6G231800.1.p	Pav_sc0000581.1_g030.1.mk
Prupe.6G216700.1.p	Pav_sc0005509.1_g010.1.mk
Prupe.6G305300.1.p	Pav_sc0001938.1_g260.1.mk
Prupe.6G149900.2.p	Pav_sc0001251.1_g500.1.mk
Prupe.6G320600.1.p	Pav_sc0000671.1_g130.1.mk
Prupe.6G174100.6.p	Pav_sc0006282.1_g020.1.mk
Prupe.6G063000.1.p	Pav_sc0000062.1_g400.1.mk
Prupe.6G347800.2.p	Pav_sc0000396.1_g750.1.mk
Prupe.6G107800.1.p	Pav_sc0000480.1_g670.1.mk
Prupe.6G139300.1.p	Pav_sc0002115.1_g090.1.mk
Prupe.6G089200.1.p	Pav_sc0000323.1_g190.1.mk
Prupe.6G057200.1.p	Pav_sc0000638.1_g410.1.mk
Prupe.6G276100.1.p	Pav_sc0001925.1_g360.1.mk
Prupe.6G282400.1.p	Pav_sc0001341.1_g080.1.mk
Prupe.6G055600.1.p	Pav_sc0000638.1_g600.1.mk
Prupe.6G248100.1.p	Pav_sc0006154.1_g050.1.br
Prupe.6G027100.1.p	Pav_sc0000719.1_g670.1.mk
Prupe.6G042500.1.p	Pav_sc0000375.1_g090.1.mk
Prupe.6G248600.1.p	Pav_sc0007674.1_g050.1.mk
Prupe.6G188400.1.p	Pav_sc0008590.1_g030.1.mk
Prupe.6G353000.1.p	Pav_sc0000396.1_g050.1.mk
Prupe.6G270500.1.p	Pav_sc0000580.1_g070.1.mk
Prupe.6G048600.1.p	Pav_sc0000375.1_g640.1.mk
Prupe.6G309200.1.p	Pav_sc0001236.1_g340.1.br
Prupe.6G151800.1.p	Pav_sc0001251.1_g250.1.mk
Prupe.6G135700.1.p	Pav_sc0000159.1_g170.1.mk
Prupe.6G309700.1.p	Pav_sc0001236.1_g190.1.mk
Prupe.6G015200.3.p	Pav_sc0002024.1_g170.1.mk
Prupe.6G021600.1.p	Pav_sc0000556.1_g020.1.br
Prupe.6G231700.1.p	Pav_sc0000581.1_g040.1.mk
Prupe.6G181100.1.p	Pav_sc0003279.1_g030.1.mk
Prupe.6G158000.1.p	Pav_sc0001444.1_g260.1.mk
Prupe.6G364500.6.p	Pav_sc0001774.1_g060.1.mk
Prupe.6G309900.1.p	Pav_sc0001236.1_g170.1.mk
Prupe.6G044000.1.p	Pav_sc0000375.1_g270.1.mk
Prupe.6G074200.2.p	Pav_sc0001812.1_g080.1.mk
Prupe.6G280200.1.p	Pav_sc0001503.1_g200.1.mk
Prupe.6G295600.1.p	Pav_sc0002318.1_g240.1.mk
Prupe.6G157800.1.p	Pav_sc0011251.1_g010.1.mk
Prupe.6G187600.1.p	Pav_sc0011259.1_g010.1.mk
Prupe.6G237700.1.p	Pav_sc0001263.1_g040.1.mk
Prupe.6G023200.3.p	Pav_sc0000719.1_g090.1.mk
Prupe.6G132000.1.p	Pav_sc0001801.1_g700.1.mk
Prupe.6G325300.1.p	Pav_sc0000700.1_g240.1.mk
Prupe.6G291700.1.p	Pav_sc0001587.1_g130.1.mk
Prupe.6G270200.1.p	Pav_sc0000580.1_g040.1.mk
Prupe.6G086900.2.p	Pav_sc0002963.1_g040.1.mk
Prupe.6G263100.1.p	Pav_sc0001794.1_g520.1.mk
Prupe.6G362500.2.p	Pav_sc0000744.1_g560.1.mk
Prupe.6G227800.1.p	Pav_sc0000292.1_g050.1.mk
Prupe.6G126200.3.p	Pav_sc0000977.1_g620.1.mk
Prupe.6G126200.4.p	Pav_sc0000977.1_g540.1.mk
Prupe.6G239600.1.p	Pav_sc0000203.1_g090.1.mk
Prupe.6G039400.1.p	Pav_sc0000206.1_g440.1.mk
Prupe.6G114200.2.p	Pav_sc0000467.1_g770.1.mk
Prupe.6G192300.1.p	Pav_sc0000639.1_g150.1.mk
Prupe.6G155800.2.p	Pav_sc0009058.1_g010.1.mk
Prupe.6G063100.1.p	Pav_sc0000062.1_g390.1.mk
Prupe.6G245100.1.p	Pav_sc0001339.1_g210.1.mk
Prupe.6G017100.1.p	Pav_sc0002342.1_g040.1.br
Prupe.6G229800.1.p	Pav_sc0001807.1_g190.1.mk
Prupe.6G161900.3.p	Pav_sc0000990.1_g040.1.mk
Prupe.6G284300.1.p	Pav_sc0001341.1_g300.1.mk
Prupe.6G162100.1.p	Pav_sc0003532.1_g010.1.mk
Prupe.6G050500.1.p	Pav_sc0000375.1_g760.1.mk
Prupe.6G311800.1.p	Pav_sc0000907.1_g220.1.mk
Prupe.6G017300.1.p	Pav_sc0002342.1_g060.1.br
Prupe.6G345900.1.p	Pav_sc0000396.1_g920.1.mk
Prupe.6G057400.1.p	Pav_sc0000638.1_g390.1.mk
Prupe.6G211800.1.p	Pav_sc0001781.1_g080.1.mk
Prupe.6G286900.1.p	Pav_sc0001341.1_g630.1.mk
Prupe.6G039800.1.p	Pav_sc0000206.1_g480.1.mk
Prupe.6G070100.1.p	Pav_sc0000563.1_g060.1.mk
Prupe.6G181700.3.p	Pav_sc0006896.1_g030.1.mk
Prupe.6G182800.3.p	Pav_sc0001553.1_g060.1.mk
Prupe.6G333100.1.p	Pav_sc0000700.1_g910.1.mk
Prupe.6G224500.5.p	Pav_sc0000349.1_g140.1.mk
Prupe.6G241000.1.p	Pav_sc0000653.1_g010.1.mk
Prupe.6G259300.1.p	Pav_sc0001280.1_g240.1.mk
Prupe.6G217500.2.p	Pav_sc0006284.1_g040.1.mk
Prupe.6G255200.2.p	Pav_sc0001250.1_g080.1.mk
Prupe.6G223400.1.p	Pav_sc0002544.1_g080.1.mk
Prupe.6G061600.1.p	Pav_sc0000062.1_g500.1.mk
Prupe.6G326500.1.p	Pav_sc0000700.1_g350.1.mk
Prupe.6G348100.1.p	Pav_sc0000396.1_g720.1.mk
Prupe.6G313200.1.p	Pav_sc0000907.1_g350.1.mk
Prupe.6G193100.2.p	Pav_sc0008903.1_g020.1.mk
Prupe.6G222600.1.p	Pav_sc0001336.1_g010.1.mk
Prupe.6G106000.1.p	Pav_sc0000100.1_g130.1.br
Prupe.6G212400.1.p	Pav_sc0004779.1_g020.1.mk
Prupe.6G330900.1.p	Pav_sc0000700.1_g720.1.mk
Prupe.6G183200.2.p	Pav_sc0001553.1_g020.1.mk
Prupe.6G107200.2.p	Pav_sc0000480.1_g620.1.mk
Prupe.6G210800.1.p	Pav_sc0002393.1_g010.1.mk
Prupe.6G330400.1.p	Pav_sc0000700.1_g670.1.mk
Prupe.6G139200.1.p	Pav_sc0000271.1_g230.1.mk
Prupe.6G348300.1.p	Pav_sc0000396.1_g700.1.mk
Prupe.6G280900.4.p	Pav_sc0001026.1_g240.1.mk
Prupe.6G284600.1.p	Pav_sc0001341.1_g320.1.mk
Prupe.6G101400.2.p	Pav_sc0000094.1_g160.1.mk
Prupe.6G270400.1.p	Pav_sc0000580.1_g060.1.mk
Prupe.6G209400.1.p	Pav_sc0004578.1_g110.1.mk
Prupe.6G108500.1.p	Pav_sc0000480.1_g730.1.mk
Prupe.6G144900.1.p	Pav_sc0000713.1_g640.1.mk
Prupe.6G234800.1.p	Pav_sc0001448.1_g010.1.mk
Prupe.6G004400.1.p	Pav_sc0000659.1_g120.1.mk
Prupe.6G174800.1.p	Pav_sc0000423.1_g110.1.mk
Prupe.6G186700.3.p	Pav_sc0011512.1_g010.1.mk
Prupe.6G186700.2.p	Pav_sc0011518.1_g020.1.mk
Prupe.6G260700.1.p	Pav_sc0001280.1_g130.1.mk
Prupe.6G028500.3.p	Pav_sc0000719.1_g850.1.mk
Prupe.6G053700.1.p	Pav_sc0000638.1_g780.1.mk
Prupe.6G293500.1.p	Pav_sc0002318.1_g060.1.mk
Prupe.6G069700.1.p	Pav_sc0000563.1_g050.1.mk
Prupe.6G302500.1.p	Pav_sc0001938.1_g560.1.mk
Prupe.6G127500.1.p	Pav_sc0000977.1_g100.1.mk
Prupe.6G349000.1.p	Pav_sc0000396.1_g550.1.mk
Prupe.6G040100.1.p	Pav_sc0000206.1_g510.1.mk
Prupe.6G352500.1.p	Pav_sc0000396.1_g100.1.mk
Prupe.6G358200.1.p	Pav_sc0000744.1_g130.1.mk
Prupe.6G051100.2.p	Pav_sc0000375.1_g810.1.mk
Prupe.6G086400.1.p	Pav_sc0003868.1_g050.1.mk
Prupe.6G315100.1.p	Pav_sc0000907.1_g580.1.mk
Prupe.6G250100.1.p	Pav_sc0000780.1_g130.1.br
Prupe.6G079300.1.p	Pav_sc0000087.1_g570.1.mk
Prupe.6G236300.1.p	Pav_sc0000711.1_g080.1.mk
Prupe.6G040800.10.p	Pav_sc0000206.1_g590.1.mk
Prupe.6G050400.1.p	Pav_sc0000375.1_g750.1.mk
Prupe.6G186300.1.p	Pav_sc0006631.1_g050.1.mk
Prupe.6G249300.1.p	Pav_sc0000780.1_g050.1.mk
Prupe.6G030900.1.p	Pav_sc0000416.1_g070.1.mk
Prupe.6G293000.1.p	Pav_sc0010985.1_g010.1.mk
Prupe.6G017700.1.p	Pav_sc0002342.1_g080.1.mk
Prupe.6G230700.1.p	Pav_sc0007033.1_g050.1.mk
Prupe.6G282100.1.p	Pav_sc0001341.1_g050.1.mk
Prupe.6G251400.1.p	Pav_sc0000780.1_g240.1.mk
Prupe.6G087200.1.p	Pav_sc0002963.1_g070.1.mk
Prupe.6G208200.1.p	Pav_sc0002697.1_g100.1.mk
Prupe.6G185600.1.p	Pav_sc0003567.1_g160.1.br
Prupe.6G046300.1.p	Pav_sc0000375.1_g440.1.mk
Prupe.6G275800.1.p	Pav_sc0001925.1_g400.1.mk
Prupe.6G118600.2.p	Pav_sc0000467.1_g070.1.mk
Prupe.6G075400.1.p	Pav_sc0000087.1_g240.1.br
Prupe.6G088800.1.p	Pav_sc0000323.1_g150.1.mk
Prupe.6G118800.2.p	Pav_sc0000467.1_g040.1.mk
Prupe.6G150800.2.p	Pav_sc0001251.1_g440.1.mk
Prupe.6G257400.2.p	Pav_sc0001280.1_g420.1.mk
Prupe.6G194200.1.p	Pav_sc0002741.1_g100.1.mk
Prupe.6G038500.1.p	Pav_sc0000206.1_g340.1.mk
Prupe.6G244000.1.p	Pav_sc0001339.1_g040.1.mk
Prupe.6G354800.1.p	Pav_sc0004456.1_g060.1.mk
Prupe.6G343300.1.p	Pav_sc0000396.1_g1140.1.mk
Prupe.6G229500.2.p	Pav_sc0001807.1_g160.1.mk
Prupe.6G039700.1.p	Pav_sc0000206.1_g470.1.mk
Prupe.6G336600.1.p	Pav_sc0000700.1_g1330.1.mk
Prupe.6G218500.1.p	Pav_co4036987.1_g010.1.mk
Prupe.6G149500.1.p	Pav_sc0001251.1_g560.1.mk
Prupe.6G282900.1.p	Pav_sc0001341.1_g130.1.mk
Prupe.6G146500.1.p	Pav_sc0000713.1_g040.1.mk
Prupe.6G144700.1.p	Pav_sc0000713.1_g660.1.mk
Prupe.6G288400.1.p	Pav_sc0001502.1_g150.1.mk
Prupe.6G061700.1.p	Pav_sc0000062.1_g490.1.mk
Prupe.6G052700.1.p	Pav_sc0000638.1_g890.1.mk
Prupe.6G080200.1.p	Pav_sc0000087.1_g720.1.mk
Prupe.6G256600.4.p	Pav_sc0001280.1_g500.1.mk
Prupe.6G320700.1.p	Pav_sc0000671.1_g140.1.mk
Prupe.6G028200.1.p	Pav_sc0000719.1_g820.1.mk
Prupe.6G346700.1.p	Pav_sc0000396.1_g840.1.mk
Prupe.6G022600.1.p	Pav_sc0000556.1_g110.1.mk
Prupe.6G286400.1.p	Pav_sc0000216.1_g390.1.mk
Prupe.6G045600.2.p	Pav_sc0000375.1_g380.1.mk
Prupe.6G225600.7.p	Pav_sc0000349.1_g260.1.mk
Prupe.6G222900.1.p	Pav_sc0002544.1_g030.1.mk
Prupe.6G105400.1.p	Pav_sc0000480.1_g390.1.br
Prupe.6G053400.1.p	Pav_sc0000638.1_g820.1.mk
Prupe.6G232200.1.p	Pav_sc0004730.1_g080.1.mk
Prupe.6G306900.1.p	Pav_sc0001938.1_g030.1.mk
Prupe.6G152900.1.p	Pav_sc0001229.1_g100.1.mk
Prupe.6G297500.1.p	Pav_sc0002318.1_g490.1.mk
Prupe.6G016700.1.p	Pav_sc0002342.1_g010.1.mk
Prupe.6G151700.3.p	Pav_sc0001251.1_g260.1.mk
Prupe.6G311500.1.p	Pav_sc0000907.1_g210.1.mk
Prupe.6G230800.1.p	Pav_sc0007218.1_g040.1.mk
